"","road_ID","Y","X"
"59319",2121001,37.4983577,126.987658
"70554",2121001,37.5010526,127.001613
"7735",2102006,37.517703,126.9950338
"61454",3121025,37.4465739,127.0772037
"63350",3121025,37.4558386,127.0716614
"70527",3121025,37.4490696,127.0780497
"60260",3122003,37.4773328,127.1027931
"58441",3122010,37.5040184,127.0475237
"59805",3123006,37.5050962,127.1061622
"61210",3123006,37.5095554,127.0966348
